咪咕,#genre#
CCTV8HD,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5492
CCTV9HD,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5607
CCTV10HD,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5606
CCTV11HD,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5853
CCTV12HD,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5605
CCTV13HD,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=6062
CCTV14HD,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5604
CCTV15HD,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5854
CCTV16HD,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=6095
CCTV17HD,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5608
央视台球HD,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=6083
发现之旅,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=6018
老故事,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=6017
中学生,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=6027
CGTN,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5519
CGTN,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5707
CGTN,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5708
CETV1,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5516
CETV1,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5709
CETV1,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5710
CHC家庭影院,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5927
CHC家庭影院,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=6315
北京卫视HD,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5502
北京卫视HD,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5602
东方卫视HD,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5503
天津卫视HD,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5588
重庆卫视HD,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5601
黑龙江卫视HD,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5594
吉林卫视HD,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5598
辽宁卫视HD,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5593
内蒙古卫视,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5511
内蒙古卫视,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5725
内蒙古卫视,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5726
宁夏卫视,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5522
宁夏卫视,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5727
宁夏卫视,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5728
甘肃卫视,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5561
青海卫视,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5528
青海卫视,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5729
青海卫视,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5730
陕西卫视HD,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5498
农林卫视HD,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=6335
河北卫视HD,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=6328
山西卫视,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5507
山西卫视,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5735
山西卫视,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5736
山东卫视HD,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=6326
安徽卫视HD,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5590
河南卫视HD,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=6064
湖北卫视HD,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=6322
湖南卫视HD,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5506
江西卫视HD,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5599
江苏卫视HD,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5504
浙江卫视HD,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5505
东南卫视,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5549
广东卫视HD,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5589
深圳卫视HD,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5592
广西卫视,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5557
广西卫视,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5719
广西卫视,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5720
云南卫视HD,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=6063
贵州卫视HD,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5586
四川卫视HD,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5600
新疆卫视,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5560
兵团卫视,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5518
兵团卫视,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5731
兵团卫视,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5732
西藏卫视,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5559
海南卫视,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5562
北京纪实科教HD,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=6011
百姓健康,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=6021
环球奇观,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=6029
四海钓鱼,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=6025
优优宝贝,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=6023
中华特产,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=6022
陕西新闻资讯HD,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5500
陕西都市青春HD,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5830
陕西公共HD,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=6334
陕西生活HD,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=6331
陕西体育休闲HD,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=6093
陕西影视HD,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=6329
陕西西部电影HD,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=6332
影视剧,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=6306
西安新闻综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5668
西安教育电视台,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=6015
长安一套,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5841
长安一套,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5896
高陵综合HD,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=6338
鄠邑综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5839
鄠邑综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5919
鄠邑二套,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5851
鄠邑二套,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5969
临潼综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5966
临潼影视,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5967
蓝田综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5864
阎良综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5866
周至综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5837
周至综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5867
周至二套,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5838
周至二套,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5968
安康综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5855
安康综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=6053
白河综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5847
白河综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5921
汉阴综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5849
汉阴综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5922
岚皋综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5850
岚皋综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5861
宁陕综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5848
宁陕综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5923
平利电视台,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5846
平利电视台,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5924
石泉综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5879
石泉综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=6005
旬阳新闻综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5844
旬阳新闻综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5878
旬阳民生文化,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5925
镇坪综合HD,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=6312
镇坪综合HD,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=6343
紫阳综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5845
紫阳综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5928
宝鸡综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5826
宝鸡综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5827
宝鸡综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5658
宝鸡综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=6038
宝鸡2,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=6344
陈仓综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5869
凤翔综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5929
凤翔文化影视,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5930
扶风综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5935
凤县综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5868
陇县综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5938
陇县道德文化,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5939
麟游综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5931
眉县新闻综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5933
眉县经济生活,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5934
岐山综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5911
岐山二套,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5933
千阳综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5937
太白综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5918
汉中新闻综合HD,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=6065
城固综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5944
佛坪综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5947
留坝电视台,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5943
略阳综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5870
勉县综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5880
勉县经济,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5946
宁强综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5881
宁强二套,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5945
南郑综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5882
西乡综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5862
西乡综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5863
洋县综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5871
镇巴综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5883
商洛综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5666
商洛综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5825
丹凤综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5952
洛南综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5949
商南综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5953
山阳新闻综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5950
山阳影视娱乐,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5951
商州综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5875
镇安综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5876
镇安综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5954
柞水综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5877
铜川新闻综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5661
铜川新闻综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5820
铜川新闻综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5821
耀州综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5884
渭南新闻综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5660
渭南新闻综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5818
渭南新闻综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5819
白水综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5914
白水二套,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5964
澄城综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5961
澄城综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=6061
澄城公共,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5962
大荔新闻综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5912
大荔影视,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5960
美丽大荔,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5959
富平综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5905
富平二套,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5906
韩城综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5874
韩城综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5877
韩城生活,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5965
合阳综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5858
合阳二套,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5859
合阳三套,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5860
华阴综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5856
华阴二套,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5857
华州综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5955
华州二套,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5956
蒲城综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5913
蒲城二套,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5963
潼关新闻综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5915
潼关公共,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5958
潼关人文旅游,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5957
咸阳新闻综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5659
咸阳新闻综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5815
咸阳新闻综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5816
杨凌综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5697
杨凌综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5897
杨凌综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5900
杨凌综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5940
杨凌现代农业,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5698
杨凌现代农业,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5901
杨凌现代农业,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5941
彬州新闻综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5982
淳化综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5986
长武综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5984
泾阳综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5899
泾阳综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5917
泾阳二套,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5988
礼泉新闻,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5978
礼泉影视,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5979
乾县综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5977
三原综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5973
武功新闻综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5898
兴平综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5975
兴平二套,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5976
旬邑综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5985
永寿综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5980
延安综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5662
延安综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5700
延安综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5828
延安综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5829
延安综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=6044
延安公共,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5699
安塞综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5902
宝塔电视台,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5885
富县综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5695
甘泉综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5904
黄陵综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5886
黄龙综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5916
洛川综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5908
吴起综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5910
延长综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5907
延川综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5889
宜川新闻综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5909
子长综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5887
榆林新闻综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5822
榆林新闻综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5823
榆林二套,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=6337
定边综合HD,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=6013
定边二套,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5993
府谷综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5891
府谷二套,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5992
横山综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5894
横山综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=6000
横山二套,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=6001
靖边综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5892
靖边二套,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5994
佳县综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5890
米脂综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5895
清涧综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5996
绥德综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5995
神木综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5694
神木综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5893
神木二套,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5991
吴堡综合HD,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=6010
榆阳综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5852
榆阳二套,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5990
子洲综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5997
子洲综合HD,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=6340
子洲综合HD,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=6341
重温经典,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5563
cctv1,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=6308
凤凰中文,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=6317
凤凰资讯,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=6320


央视频,#genre#
CCTV1,http://dp.sxtv.top:88/盗源可耻/cctv.php?id=cctv1
CCTV2,http://dp.sxtv.top:88/盗源可耻/cctv.php?id=cctv2
CCTV3,http://dp.sxtv.top:88/盗源可耻/cctv.php?id=cctv3
CCTV4,http://dp.sxtv.top:88/盗源可耻/cctv.php?id=cctv4
CCTV5,http://dp.sxtv.top:88/盗源可耻/cctv.php?id=cctv5
CCTV5+,http://dp.sxtv.top:88/盗源可耻/cctv.php?id=cctv5p
CCTV6,http://dp.sxtv.top:88/盗源可耻/cctv.php?id=cctv6
CCTV7,http://dp.sxtv.top:88/盗源可耻/cctv.php?id=cctv7
CCTV8,http://dp.sxtv.top:88/盗源可耻/cctv.php?id=cctv8
CCTV9,http://dp.sxtv.top:88/盗源可耻/cctv.php?id=cctv9
CCTV10,http://dp.sxtv.top:88/盗源可耻/cctv.php?id=cctv10
CCTV11,http://dp.sxtv.top:88/盗源可耻/cctv.php?id=cctv11
CCTV12,http://dp.sxtv.top:88/盗源可耻/cctv.php?id=cctv12
CCTV13,http://dp.sxtv.top:88/盗源可耻/cctv.php?id=cctv13
CCTV14,http://dp.sxtv.top:88/盗源可耻/cctv.php?id=cctv14
CCTV15,http://dp.sxtv.top:88/盗源可耻/cctv.php?id=cctv15
CCTV16,http://dp.sxtv.top:88/盗源可耻/cctv.php?id=cctv16
CCTV16-4k,http://dp.sxtv.top:88/盗源可耻/cctv.php?id=cctv16-4k
CCTV17,http://dp.sxtv.top:88/盗源可耻/cctv.php?id=cctv17
CCTV-4k,http://dp.sxtv.top:88/盗源可耻/cctv.php?id=cctv4k
CCTV-8k,http://dp.sxtv.top:88/盗源可耻/cctv.php?id=cctv8k
CCTV兵器科技,http://dp.sxtv.top:88/盗源可耻/cctv.php?id=bqkj
CCTV第一剧场,http://dp.sxtv.top:88/盗源可耻/cctv.php?id=dyjc
CCTV怀旧剧场,http://dp.sxtv.top:88/盗源可耻/cctv.php?id=hjjc
CCTV风云剧场,http://dp.sxtv.top:88/盗源可耻/cctv.php?id=fyjc
CCTV风云音乐,http://dp.sxtv.top:88/盗源可耻/cctv.php?id=fyyy
CCTV风云足球,http://dp.sxtv.top:88/盗源可耻/cctv.php?id=fyzq
CCTV电视指南,http://dp.sxtv.top:88/盗源可耻/cctv.php?id=dszn
CCTV女性时尚,http://dp.sxtv.top:88/盗源可耻/cctv.php?id=nxss
CCTV央视文化精品,http://dp.sxtv.top:88/盗源可耻/cctv.php?id=whjp
CCTV世界地理,http://dp.sxtv.top:88/盗源可耻/cctv.php?id=sjdl
CCTV高尔夫网球,http://dp.sxtv.top:88/盗源可耻/cctv.php?id=gefwq
CCTV央视台球,http://dp.sxtv.top:88/盗源可耻/cctv.php?id=ystq
CCTV卫生健康,http://dp.sxtv.top:88/盗源可耻/cctv.php?id=wsjk
CGTN,http://dp.sxtv.top:88/盗源可耻/cctv.php?id=cgtn
北京卫视,http://dp.sxtv.top:88/盗源可耻/cctv.php?id=bjws
东方卫视,http://dp.sxtv.top:88/盗源可耻/cctv.php?id=dfws
天津卫视,http://dp.sxtv.top:88/盗源可耻/cctv.php?id=tjws
重庆卫视,http://dp.sxtv.top:88/盗源可耻/cctv.php?id=cqws
黑龙江卫视,http://dp.sxtv.top:88/盗源可耻/cctv.php?id=hljws
辽宁卫视,http://dp.sxtv.top:88/盗源可耻/cctv.php?id=lnws
河北卫视,http://dp.sxtv.top:88/盗源可耻/cctv.php?id=hbws
山东卫视,http://dp.sxtv.top:88/盗源可耻/cctv.php?id=sdws
安徽卫视,http://dp.sxtv.top:88/盗源可耻/cctv.php?id=ahws
河南卫视,http://dp.sxtv.top:88/盗源可耻/cctv.php?id=hnws
湖北卫视,http://dp.sxtv.top:88/盗源可耻/cctv.php?id=hubws
湖南卫视,http://dp.sxtv.top:88/盗源可耻/cctv.php?id=hunws
江西卫视,http://dp.sxtv.top:88/盗源可耻/cctv.php?id=jxws
江苏卫视,http://dp.sxtv.top:88/盗源可耻/cctv.php?id=jsws
浙江卫视,http://dp.sxtv.top:88/盗源可耻/cctv.php?id=zjws
东南卫视,http://dp.sxtv.top:88/盗源可耻/cctv.php?id=dnws
广东卫视,http://dp.sxtv.top:88/盗源可耻/cctv.php?id=gdws
深圳卫视,http://dp.sxtv.top:88/盗源可耻/cctv.php?id=szws
广西卫视,http://dp.sxtv.top:88/盗源可耻/cctv.php?id=gxws
贵州卫视,http://dp.sxtv.top:88/盗源可耻/cctv.php?id=gzws
四川卫视,http://dp.sxtv.top:88/盗源可耻/cctv.php?id=scws
新疆卫视,http://dp.sxtv.top:88/盗源可耻/cctv.php?id=xjws
海南卫视,http://dp.sxtv.top:88/盗源可耻/cctv.php?id=hinws


银河v4,#genre#
CCTV1综合HD,http://gouwu.pthv.gitv.tv:91/live/CCTV1hd-8M/live.m3u8
CCTV2财经HD,http://gouwu.pthv.gitv.tv:91/live/CCTV2hd-8M/live.m3u8
CCTV3综艺HD,http://gouwu.pthv.gitv.tv:91/live/CCTV3hd-8M/live.m3u8
CCTV4中文国际HD,http://gouwu.pthv.gitv.tv:91/live/CCTV4hd-8M/live.m3u8
CCTV5体育HD,http://gouwu.pthv.gitv.tv:91/live/CCTV5hd-8M/live.m3u8
CCTV5+体育赛事HD,http://gouwu.pthv.gitv.tv:91/live/CCTV5+hd-8M/live.m3u8
CCTV6电影HD,http://gouwu.pthv.gitv.tv:91/live/CCTV6hd-8M/live.m3u8
CCTV7国防军事HD,http://gouwu.pthv.gitv.tv:91/live/CCTV7hd-8M/live.m3u8
CCTV8电视剧HD,http://gouwu.pthv.gitv.tv:91/live/CCTV8hd-8M/live.m3u8
CCTV9纪录HD,http://gouwu.pthv.gitv.tv:91/live/CCTV9hd-8M/live.m3u8
CCTV10科教HD,http://gouwu.pthv.gitv.tv:91/live/CCTV10hd-8M/live.m3u8
CCTV11戏曲HD,http://gouwu.pthv.gitv.tv:91/live/CCTV11hd-8M/live.m3u8
CCTV12社会与法HD,http://gouwu.pthv.gitv.tv:91/live/CCTV12hd-8M/live.m3u8
CCTV13新闻HD,http://gouwu.pthv.gitv.tv:91/live/CCTV13hd-8M/live.m3u8
CCTV14少儿HD,http://gouwu.pthv.gitv.tv:91/live/CCTV14hd-8M/live.m3u8
CCTV15音乐HD,http://gouwu.pthv.gitv.tv:91/live/CCTV15hd-8M/live.m3u8
